driver_name,code,driver_nat,circuitRef,year,round,starting_pos,finishing_pos,laps,quali_mean,driver_age,driver_dnf,car_dnf
Williams,STR,Canadian,americas,2018.0,18.0,15.0,14.0,54.0,95.48,20.0,0,0
Williams,STR,Canadian,red_bull_ring,2017.0,9.0,18.0,10.0,70.0,66.608,19.0,0,0
Williams,STR,Canadian,red_bull_ring,2018.0,9.0,14.0,14.0,69.0,65.275,20.0,0,0
Williams,STR,Canadian,sochi,2017.0,4.0,11.0,11.0,51.0,96.1215,19.0,0,0
Williams,STR,Canadian,sochi,2018.0,16.0,14.0,15.0,52.0,96.437,20.0,0,0
Williams,STR,Canadian,baku,2017.0,8.0,8.0,3.0,51.0,102.88333333333333,19.0,0,0
Williams,STR,Canadian,baku,2018.0,4.0,10.0,8.0,51.0,103.972,20.0,0,0
Williams,SIR,Russian,albert_park,2018.0,1.0,19.0,20.0,4.0,84.922,23.0,0,1
Williams,SIR,Russian,bahrain,2018.0,2.0,18.0,15.0,56.0,91.414,23.0,0,0
Williams,SIR,Russian,catalunya,2018.0,5.0,19.0,14.0,63.0,79.695,23.0,0,0
Williams,SIR,Russian,monaco,2018.0,6.0,13.0,16.0,77.0,72.6135,23.0,0,0
Williams,SIR,Russian,villeneuve,2018.0,7.0,18.0,17.0,66.0,73.643,23.0,0,0
Williams,SIR,Russian,silverstone,2018.0,10.0,18.0,14.0,52.0,89.252,23.0,0,0
Williams,SIR,Russian,hockenheimring,2018.0,11.0,12.0,19.0,51.0,73.705,23.0,0,1
Williams,SIR,Russian,hungaroring,2018.0,12.0,20.0,16.0,68.0,79.301,23.0,0,0
Williams,SIR,Russian,spa,2018.0,13.0,16.0,12.0,43.0,104.998,23.0,0,0
Williams,SIR,Russian,monza,2018.0,14.0,12.0,10.0,52.0,81.77250000000001,23.0,0,0
Williams,SIR,Russian,marina_bay,2018.0,15.0,19.0,19.0,59.0,101.263,23.0,0,0
Williams,SIR,Russian,shanghai,2018.0,3.0,16.0,15.0,56.0,94.062,23.0,0,0
Williams,SIR,Russian,interlagos,2018.0,20.0,14.0,16.0,69.0,69.82,23.0,0,0
Williams,SIR,Russian,suzuka,2018.0,17.0,17.0,16.0,52.0,90.372,23.0,0,0
Williams,SIR,Russian,yas_marina,2018.0,21.0,19.0,15.0,54.0,98.635,23.0,0,0
Williams,SIR,Russian,rodriguez,2018.0,19.0,19.0,13.0,69.0,77.886,23.0,0,0
Williams,SIR,Russian,ricard,2018.0,8.0,18.0,15.0,52.0,93.636,23.0,0,0
Williams,SIR,Russian,americas,2018.0,18.0,14.0,13.0,55.0,95.362,23.0,0,0
Williams,SIR,Russian,red_bull_ring,2018.0,9.0,17.0,13.0,69.0,65.322,23.0,0,0
Williams,SIR,Russian,sochi,2018.0,16.0,13.0,18.0,51.0,95.612,23.0,0,0
Williams,SIR,Russian,baku,2018.0,4.0,11.0,20.0,0.0,104.0735,23.0,1,0
Williams,RUS,British,albert_park,2019.0,1.0,19.0,16.0,56.0,84.36,21.0,0,0
Williams,RUS,British,bahrain,2019.0,2.0,19.0,15.0,56.0,91.759,21.0,0,0
Williams,RUS,British,bahrain,2020.0,15.0,14.0,12.0,56.0,90.256,22.0,0,0
Williams,RUS,British,bahrain,2021.0,1.0,15.0,14.0,55.0,92.373,23.0,0,0
Williams,RUS,British,catalunya,2019.0,5.0,19.0,17.0,65.0,79.072,21.0,0,0
Williams,RUS,British,catalunya,2020.0,6.0,18.0,17.0,65.0,78.099,22.0,0,0
Williams,RUS,British,catalunya,2021.0,4.0,15.0,14.0,65.0,78.7995,23.0,0,0
Williams,RUS,British,istanbul,2020.0,14.0,0.0,16.0,57.0,130.017,22.0,0,0
Williams,RUS,British,istanbul,2021.0,16.0,13.0,15.0,57.0,85.212,23.0,0,0
Williams,RUS,British,monaco,2019.0,6.0,19.0,15.0,77.0,73.477,21.0,0,0
Williams,RUS,British,monaco,2021.0,5.0,15.0,14.0,77.0,71.923,23.0,0,0
Williams,RUS,British,villeneuve,2019.0,7.0,18.0,16.0,68.0,73.617,21.0,0,0
Williams,RUS,British,silverstone,2019.0,10.0,19.0,14.0,51.0,87.789,21.0,0,0
Williams,RUS,British,silverstone,2020.0,4.0,20.0,12.0,52.0,86.912,22.0,0,0
Williams,RUS,British,silverstone,2020.0,5.0,15.0,18.0,51.0,87.606,22.0,0,0
Williams,RUS,British,silverstone,2021.0,10.0,12.0,12.0,51.0,87.24066666666666,23.0,0,0
Williams,RUS,British,hockenheimring,2019.0,11.0,17.0,11.0,64.0,74.721,21.0,0,0
Williams,RUS,British,hungaroring,2019.0,12.0,15.0,16.0,68.0,77.031,21.0,0,0
Williams,RUS,British,hungaroring,2020.0,3.0,12.0,18.0,69.0,75.6415,22.0,0,0
Williams,RUS,British,hungaroring,2021.0,11.0,17.0,8.0,70.0,77.944,23.0,0,0
Williams,RUS,British,spa,2019.0,13.0,14.0,15.0,43.0,107.548,21.0,0,0
Williams,RUS,British,spa,2020.0,7.0,15.0,19.0,9.0,103.549,22.0,0,1
Williams,RUS,British,spa,2021.0,12.0,2.0,2.0,1.0,118.96666666666668,23.0,0,0
Williams,RUS,British,monza,2019.0,14.0,14.0,14.0,52.0,81.8,21.0,0,0
Williams,RUS,British,monza,2020.0,8.0,19.0,14.0,53.0,81.587,22.0,0,0
Williams,RUS,British,monza,2021.0,14.0,14.0,9.0,53.0,81.64099999999999,23.0,0,0
Williams,RUS,British,marina_bay,2019.0,15.0,18.0,20.0,34.0,100.867,21.0,1,0
Williams,RUS,British,shanghai,2019.0,3.0,17.0,16.0,54.0,95.253,21.0,0,0
Williams,RUS,British,interlagos,2019.0,20.0,18.0,12.0,71.0,70.126,21.0,0,0
Williams,RUS,British,interlagos,2021.0,19.0,17.0,13.0,70.0,69.953,23.0,0,0
Williams,RUS,British,nurburgring,2020.0,11.0,17.0,20.0,12.0,87.564,22.0,1,0
Williams,RUS,British,imola,2020.0,13.0,13.0,16.0,51.0,75.5415,22.0,1,0
Williams,RUS,British,imola,2021.0,2.0,12.0,19.0,30.0,75.5435,23.0,1,0
Williams,RUS,British,suzuka,2019.0,17.0,18.0,16.0,50.0,90.364,21.0,0,0
Williams,RUS,British,yas_marina,2019.0,21.0,18.0,17.0,54.0,98.717,21.0,0,0
Williams,RUS,British,yas_marina,2020.0,17.0,16.0,15.0,54.0,98.045,22.0,0,0
Williams,RUS,British,yas_marina,2021.0,22.0,17.0,18.0,26.0,84.423,23.0,0,1
Williams,RUS,British,rodriguez,2019.0,18.0,19.0,16.0,69.0,78.823,21.0,0,0
Williams,RUS,British,rodriguez,2021.0,18.0,16.0,16.0,69.0,78.065,23.0,0,0
Williams,RUS,British,ricard,2019.0,8.0,20.0,19.0,51.0,92.789,21.0,0,0
Williams,RUS,British,ricard,2021.0,7.0,14.0,12.0,52.0,92.5625,23.0,0,0
Williams,RUS,British,zandvoort,2021.0,13.0,11.0,17.0,69.0,70.357,23.0,0,1
Williams,RUS,British,americas,2019.0,19.0,18.0,17.0,54.0,95.372,21.0,0,0
Williams,RUS,British,americas,2021.0,17.0,20.0,14.0,55.0,95.746,23.0,0,0
Williams,RUS,British,red_bull_ring,2019.0,9.0,0.0,18.0,69.0,65.904,21.0,0,0
Williams,RUS,British,red_bull_ring,2020.0,1.0,17.0,15.0,49.0,65.167,22.0,0,1
Williams,RUS,British,red_bull_ring,2020.0,2.0,11.0,16.0,69.0,80.009,22.0,0,0
Williams,RUS,British,red_bull_ring,2021.0,8.0,10.0,19.0,36.0,64.852,23.0,0,1
Williams,RUS,British,red_bull_ring,2021.0,9.0,8.0,11.0,70.0,64.68366666666667,23.0,0,0
Williams,RUS,British,sochi,2019.0,16.0,17.0,17.0,27.0,95.356,21.0,0,1
Williams,RUS,British,sochi,2020.0,10.0,13.0,18.0,52.0,93.8015,22.0,0,0
Williams,RUS,British,sochi,2021.0,15.0,3.0,10.0,53.0,105.907,23.0,0,0
Williams,RUS,British,baku,2019.0,4.0,16.0,15.0,49.0,105.062,21.0,0,0
Williams,RUS,British,baku,2021.0,6.0,15.0,17.0,48.0,102.743,23.0,0,1
Williams,RUS,British,portimao,2020.0,12.0,14.0,14.0,65.0,77.8595,22.0,0,0
Williams,RUS,British,portimao,2021.0,3.0,11.0,16.0,65.0,79.453,23.0,0,0
Williams,RUS,British,mugello,2020.0,9.0,18.0,11.0,59.0,77.232,22.0,0,0
Williams,RUS,British,jeddah,2021.0,21.0,14.0,19.0,14.0,88.99000000000001,23.0,1,0
Williams,RUS,British,losail,2021.0,20.0,15.0,17.0,55.0,82.8095,23.0,0,0
Williams,ALB,Thai,albert_park,2022.0,3.0,20.0,10.0,58.0,80.135,26.0,0,0
Williams,ALB,Thai,albert_park,2023.0,3.0,8.0,19.0,6.0,77.77733333333333,27.0,1,0
Williams,ALB,Thai,albert_park,2024.0,3.0,12.0,11.0,57.0,77.1485,28.0,0,0
Williams,ALB,Thai,bahrain,2022.0,1.0,14.0,13.0,57.0,92.695,26.0,0,0
Williams,ALB,Thai,bahrain,2023.0,1.0,15.0,10.0,57.0,91.461,27.0,0,0
Williams,ALB,Thai,bahrain,2024.0,1.0,13.0,15.0,56.0,90.309,28.0,0,0
Williams,ALB,Thai,catalunya,2022.0,6.0,18.0,18.0,64.0,81.645,26.0,0,0
Williams,ALB,Thai,catalunya,2023.0,7.0,18.0,16.0,65.0,74.063,27.0,0,0
Williams,ALB,Thai,catalunya,2024.0,10.0,0.0,18.0,65.0,73.153,28.0,0,0
Williams,ALB,Thai,monaco,2022.0,7.0,16.0,18.0,48.0,73.611,26.0,0,1
Williams,ALB,Thai,monaco,2023.0,6.0,13.0,14.0,77.0,72.6165,27.0,0,0
Williams,ALB,Thai,monaco,2024.0,8.0,9.0,9.0,77.0,71.26233333333333,28.0,0,0
Williams,ALB,Thai,villeneuve,2022.0,9.0,12.0,13.0,70.0,90.4525,26.0,0,0
Williams,ALB,Thai,villeneuve,2023.0,8.0,9.0,7.0,70.0,80.3315,27.0,0,0
Williams,ALB,Thai,villeneuve,2024.0,9.0,10.0,17.0,52.0,72.72566666666667,28.0,1,0
Williams,ALB,Thai,silverstone,2022.0,10.0,16.0,20.0,0.0,102.078,26.0,1,0
Williams,ALB,Thai,silverstone,2023.0,10.0,8.0,8.0,52.0,88.35433333333333,27.0,0,0
Williams,ALB,Thai,silverstone,2024.0,12.0,9.0,9.0,52.0,88.236,28.0,0,0
Williams,ALB,Thai,hungaroring,2022.0,13.0,17.0,17.0,69.0,79.256,26.0,0,0
Williams,ALB,Thai,hungaroring,2023.0,11.0,16.0,11.0,69.0,78.917,27.0,0,0
Williams,ALB,Thai,hungaroring,2024.0,13.0,13.0,14.0,69.0,76.8545,28.0,0,0
Williams,ALB,Thai,spa,2022.0,14.0,6.0,10.0,44.0,105.728,26.0,0,0
Williams,ALB,Thai,spa,2023.0,12.0,15.0,14.0,44.0,120.314,27.0,0,0
Williams,ALB,Thai,spa,2024.0,14.0,10.0,12.0,44.0,115.0975,28.0,0,0
Williams,ALB,Thai,monza,2023.0,14.0,6.0,7.0,51.0,81.231,27.0,0,0
Williams,ALB,Thai,monza,2024.0,16.0,9.0,9.0,53.0,80.385,28.0,0,0
Williams,ALB,Thai,marina_bay,2022.0,17.0,18.0,17.0,25.0,116.985,26.0,1,0
Williams,ALB,Thai,marina_bay,2023.0,15.0,14.0,11.0,62.0,93.1935,27.0,0,0
Williams,ALB,Thai,marina_bay,2024.0,18.0,11.0,20.0,15.0,90.57650000000001,28.0,0,1
Williams,ALB,Thai,shanghai,2024.0,5.0,14.0,12.0,56.0,95.3125,28.0,0,0
Williams,ALB,Thai,interlagos,2022.0,21.0,19.0,15.0,71.0,72.97749999999999,26.0,0,0
Williams,ALB,Thai,interlagos,2023.0,20.0,13.0,19.0,0.0,70.7305,27.0,1,0
Williams,ALB,Thai,interlagos,2024.0,21.0,7.0,18.0,0.0,86.53933333333333,28.0,0,1
Williams,ALB,Thai,imola,2022.0,4.0,18.0,11.0,62.0,141.611,26.0,0,0
Williams,ALB,Thai,imola,2024.0,7.0,14.0,20.0,51.0,76.362,28.0,0,1
Williams,ALB,Thai,suzuka,2022.0,18.0,16.0,20.0,0.0,91.311,26.0,0,1
Williams,ALB,Thai,suzuka,2023.0,16.0,13.0,16.0,26.0,90.739,27.0,1,0
Williams,ALB,Thai,suzuka,2024.0,4.0,14.0,20.0,0.0,89.8385,28.0,1,0
Williams,ALB,Thai,yas_marina,2022.0,22.0,19.0,13.0,57.0,86.028,26.0,0,0
Williams,ALB,Thai,yas_marina,2023.0,22.0,14.0,14.0,58.0,84.3685,27.0,0,0
Williams,ALB,Thai,yas_marina,2024.0,24.0,18.0,11.0,57.0,83.821,28.0,0,0
Williams,ALB,Thai,rodriguez,2022.0,20.0,17.0,12.0,70.0,80.859,26.0,0,0
Williams,ALB,Thai,rodriguez,2023.0,19.0,14.0,9.0,71.0,78.98750000000001,27.0,0,0
Williams,ALB,Thai,rodriguez,2024.0,20.0,9.0,19.0,0.0,77.08066666666666,28.0,1,0
Williams,ALB,Thai,ricard,2022.0,12.0,13.0,13.0,53.0,93.36500000000001,26.0,0,0
Williams,ALB,Thai,zandvoort,2022.0,15.0,15.0,12.0,72.0,71.7485,26.0,0,0
Williams,ALB,Thai,zandvoort,2023.0,13.0,4.0,8.0,72.0,77.25233333333334,27.0,0,0
Williams,ALB,Thai,zandvoort,2024.0,15.0,19.0,14.0,71.0,141.611,28.0,0,0
Williams,ALB,Thai,americas,2022.0,19.0,8.0,13.0,56.0,96.65,26.0,0,0
Williams,ALB,Thai,americas,2023.0,18.0,15.0,9.0,56.0,96.315,27.0,0,0
Williams,ALB,Thai,americas,2024.0,19.0,14.0,16.0,55.0,94.051,28.0,0,0
Williams,ALB,Thai,red_bull_ring,2022.0,11.0,15.0,12.0,70.0,66.373,26.0,0,0
Williams,ALB,Thai,red_bull_ring,2023.0,9.0,10.0,11.0,71.0,65.62766666666666,27.0,0,0
Williams,ALB,Thai,red_bull_ring,2024.0,11.0,16.0,15.0,70.0,65.736,28.0,0,0
Williams,ALB,Thai,baku,2022.0,8.0,17.0,12.0,50.0,104.719,26.0,0,0
Williams,ALB,Thai,baku,2023.0,4.0,12.0,12.0,51.0,101.9945,27.0,0,0
Williams,ALB,Thai,baku,2024.0,17.0,9.0,7.0,51.0,102.866,28.0,0,0
Williams,ALB,Thai,jeddah,2022.0,2.0,16.0,14.0,47.0,90.492,26.0,1,0
Williams,ALB,Thai,jeddah,2023.0,2.0,17.0,19.0,27.0,89.994,27.0,0,1
Williams,ALB,Thai,jeddah,2024.0,2.0,12.0,11.0,50.0,89.0435,28.0,0,0
Williams,ALB,Thai,losail,2023.0,17.0,13.0,13.0,57.0,85.9125,27.0,0,0
Williams,ALB,Thai,losail,2024.0,23.0,16.0,15.0,56.0,82.39,28.0,0,0
Williams,ALB,Thai,miami,2022.0,5.0,18.0,9.0,57.0,91.266,26.0,0,0
Williams,ALB,Thai,miami,2023.0,5.0,11.0,14.0,57.0,88.0145,27.0,0,0
Williams,ALB,Thai,miami,2024.0,6.0,14.0,18.0,57.0,88.378,28.0,0,0
Williams,ALB,Thai,vegas,2023.0,21.0,5.0,12.0,50.0,93.84833333333331,27.0,0,0
Williams,ALB,Thai,vegas,2024.0,22.0,17.0,19.0,25.0,94.425,28.0,0,1
Williams,LAT,Canadian,albert_park,2022.0,3.0,18.0,16.0,57.0,81.372,27.0,0,0
Williams,LAT,Canadian,bahrain,2020.0,15.0,20.0,14.0,56.0,90.182,25.0,0,0
Williams,LAT,Canadian,bahrain,2020.0,16.0,16.0,18.0,52.0,54.796,25.0,0,1
Williams,LAT,Canadian,bahrain,2021.0,1.0,17.0,18.0,51.0,91.936,26.0,0,1
Williams,LAT,Canadian,bahrain,2022.0,1.0,20.0,16.0,57.0,93.634,27.0,0,0
Williams,LAT,Canadian,catalunya,2020.0,6.0,19.0,18.0,64.0,78.532,25.0,0,0
Williams,LAT,Canadian,catalunya,2021.0,4.0,19.0,16.0,65.0,79.219,26.0,0,0
Williams,LAT,Canadian,catalunya,2022.0,6.0,19.0,16.0,64.0,81.915,27.0,0,0
Williams,LAT,Canadian,istanbul,2020.0,14.0,0.0,19.0,39.0,141.611,25.0,1,0
Williams,LAT,Canadian,istanbul,2021.0,16.0,15.0,17.0,57.0,86.086,26.0,0,0
Williams,LAT,Canadian,monaco,2021.0,5.0,18.0,15.0,77.0,72.366,26.0,0,0
Williams,LAT,Canadian,monaco,2022.0,7.0,19.0,15.0,63.0,74.403,27.0,0,0
Williams,LAT,Canadian,villeneuve,2022.0,9.0,18.0,16.0,70.0,95.66,27.0,0,0
Williams,LAT,Canadian,silverstone,2020.0,4.0,18.0,15.0,52.0,87.705,25.0,0,0
Williams,LAT,Canadian,silverstone,2020.0,5.0,18.0,19.0,51.0,88.43,25.0,0,0
Williams,LAT,Canadian,silverstone,2021.0,10.0,17.0,14.0,51.0,88.254,26.0,0,0
Williams,LAT,Canadian,silverstone,2022.0,10.0,10.0,12.0,52.0,109.45533333333333,27.0,0,0
Williams,LAT,Canadian,hungaroring,2020.0,3.0,15.0,19.0,65.0,76.3245,25.0,0,0
Williams,LAT,Canadian,hungaroring,2021.0,11.0,18.0,7.0,70.0,78.036,26.0,0,0
Williams,LAT,Canadian,hungaroring,2022.0,13.0,19.0,18.0,69.0,79.57,27.0,0,0
Williams,LAT,Canadian,spa,2020.0,7.0,19.0,16.0,44.0,104.138,25.0,0,0
Williams,LAT,Canadian,spa,2021.0,12.0,10.0,9.0,1.0,119.511,26.0,0,0
Williams,LAT,Canadian,spa,2022.0,14.0,11.0,18.0,43.0,106.401,27.0,0,0
Williams,LAT,Canadian,monza,2020.0,8.0,20.0,11.0,53.0,81.717,25.0,0,0
Williams,LAT,Canadian,monza,2021.0,14.0,13.0,11.0,53.0,81.925,26.0,0,0
Williams,LAT,Canadian,monza,2022.0,16.0,10.0,15.0,52.0,82.587,27.0,0,0
Williams,LAT,Canadian,marina_bay,2022.0,17.0,19.0,19.0,7.0,117.532,27.0,1,0
Williams,LAT,Canadian,interlagos,2021.0,19.0,16.0,16.0,70.0,69.897,26.0,0,0
Williams,LAT,Canadian,interlagos,2022.0,21.0,18.0,16.0,71.0,75.095,27.0,0,0
Williams,LAT,Canadian,nurburgring,2020.0,11.0,18.0,14.0,60.0,87.812,25.0,0,0
Williams,LAT,Canadian,imola,2020.0,13.0,19.0,11.0,63.0,75.987,25.0,0,0
Williams,LAT,Canadian,imola,2021.0,2.0,14.0,20.0,0.0,75.623,26.0,1,0
Williams,LAT,Canadian,imola,2022.0,4.0,19.0,16.0,62.0,81.971,27.0,0,0
Williams,LAT,Canadian,suzuka,2022.0,18.0,20.0,9.0,28.0,91.511,27.0,0,0
Williams,LAT,Canadian,yas_marina,2020.0,17.0,18.0,17.0,54.0,98.443,25.0,0,0
Williams,LAT,Canadian,yas_marina,2021.0,22.0,16.0,16.0,50.0,84.338,26.0,1,0
Williams,LAT,Canadian,yas_marina,2022.0,22.0,20.0,19.0,55.0,86.054,27.0,1,0
Williams,LAT,Canadian,rodriguez,2021.0,18.0,13.0,17.0,69.0,78.756,26.0,0,0
Williams,LAT,Canadian,rodriguez,2022.0,20.0,18.0,18.0,69.0,81.167,27.0,0,0
Williams,LAT,Canadian,ricard,2021.0,7.0,16.0,18.0,52.0,93.062,26.0,0,0
Williams,LAT,Canadian,ricard,2022.0,12.0,18.0,17.0,40.0,93.794,27.0,1,0
Williams,LAT,Canadian,zandvoort,2021.0,13.0,0.0,16.0,70.0,70.62700000000001,26.0,0,0
Williams,LAT,Canadian,zandvoort,2022.0,15.0,20.0,18.0,71.0,73.353,27.0,0,0
Williams,LAT,Canadian,americas,2021.0,17.0,14.0,15.0,55.0,95.995,26.0,0,0
Williams,LAT,Canadian,americas,2022.0,19.0,17.0,17.0,56.0,97.244,27.0,0,0
Williams,LAT,Canadian,red_bull_ring,2020.0,1.0,20.0,11.0,71.0,65.757,25.0,0,0
Williams,LAT,Canadian,red_bull_ring,2020.0,2.0,18.0,17.0,69.0,81.759,25.0,0,0
Williams,LAT,Canadian,red_bull_ring,2021.0,8.0,16.0,17.0,68.0,65.175,26.0,0,0
Williams,LAT,Canadian,red_bull_ring,2021.0,9.0,18.0,16.0,70.0,65.195,26.0,0,0
Williams,LAT,Canadian,red_bull_ring,2022.0,11.0,17.0,19.0,48.0,67.003,27.0,0,1
Williams,LAT,Canadian,sochi,2020.0,10.0,20.0,16.0,52.0,95.066,25.0,0,0
Williams,LAT,Canadian,sochi,2021.0,15.0,18.0,19.0,47.0,108.252,26.0,1,0
Williams,LAT,Canadian,baku,2021.0,6.0,16.0,16.0,51.0,103.128,26.0,0,0
Williams,LAT,Canadian,baku,2022.0,8.0,18.0,15.0,50.0,105.367,27.0,0,0
Williams,LAT,Canadian,portimao,2020.0,12.0,20.0,18.0,64.0,78.777,25.0,0,0
Williams,LAT,Canadian,portimao,2021.0,3.0,18.0,18.0,64.0,80.285,26.0,0,0
Williams,LAT,Canadian,mugello,2020.0,9.0,19.0,15.0,6.0,77.32,25.0,1,0
Williams,LAT,Canadian,jeddah,2021.0,21.0,16.0,12.0,50.0,89.177,26.0,0,0
Williams,LAT,Canadian,jeddah,2022.0,2.0,18.0,18.0,14.0,91.817,27.0,1,0
Williams,LAT,Canadian,losail,2021.0,20.0,17.0,19.0,50.0,83.213,26.0,0,1
Williams,LAT,Canadian,miami,2022.0,5.0,19.0,14.0,57.0,91.325,27.0,0,0
Williams,AIT,British,bahrain,2020.0,16.0,17.0,16.0,87.0,54.892,25.0,0,0
Williams,DEV,Dutch,monza,2022.0,16.0,8.0,9.0,53.0,82.519,27.0,0,0
Williams,SAR,American,albert_park,2023.0,3.0,18.0,16.0,56.0,78.557,23.0,1,0
Williams,SAR,American,bahrain,2023.0,1.0,16.0,12.0,56.0,91.652,23.0,0,0
Williams,SAR,American,bahrain,2024.0,1.0,18.0,20.0,55.0,90.77,24.0,0,0
Williams,SAR,American,catalunya,2023.0,7.0,20.0,20.0,65.0,74.699,23.0,0,0
Williams,SAR,American,catalunya,2024.0,10.0,19.0,20.0,64.0,73.509,24.0,0,0
Williams,SAR,American,monaco,2023.0,6.0,16.0,18.0,76.0,73.113,23.0,0,0
Williams,SAR,American,monaco,2024.0,8.0,15.0,15.0,76.0,72.02,24.0,0,0
Williams,SAR,American,villeneuve,2023.0,8.0,18.0,20.0,6.0,83.337,23.0,0,1
Williams,SAR,American,villeneuve,2024.0,9.0,13.0,20.0,23.0,72.8995,24.0,1,0
Williams,SAR,American,silverstone,2023.0,10.0,14.0,11.0,52.0,89.452,23.0,0,0
Williams,SAR,American,silverstone,2024.0,12.0,12.0,11.0,52.0,89.39150000000001,24.0,0,0
Williams,SAR,American,hungaroring,2023.0,11.0,20.0,18.0,67.0,79.248,23.0,0,1
Williams,SAR,American,hungaroring,2024.0,13.0,14.0,17.0,69.0,77.1565,24.0,0,0
Williams,SAR,American,spa,2023.0,12.0,18.0,17.0,44.0,121.535,23.0,0,0
Williams,SAR,American,spa,2024.0,14.0,18.0,17.0,44.0,117.23,24.0,0,0
Williams,SAR,American,monza,2023.0,14.0,15.0,13.0,51.0,81.93700000000001,23.0,0,0
Williams,SAR,American,marina_bay,2023.0,15.0,18.0,14.0,62.0,93.252,23.0,0,0
Williams,SAR,American,shanghai,2024.0,5.0,20.0,17.0,56.0,96.358,24.0,0,0
Williams,SAR,American,interlagos,2023.0,20.0,19.0,11.0,70.0,71.035,23.0,0,0
Williams,SAR,American,imola,2024.0,7.0,19.0,17.0,62.0,141.611,24.0,0,0
Williams,SAR,American,suzuka,2023.0,16.0,0.0,17.0,22.0,141.611,23.0,1,0
Williams,SAR,American,suzuka,2024.0,4.0,19.0,17.0,52.0,90.139,24.0,0,0
Williams,SAR,American,yas_marina,2023.0,22.0,20.0,16.0,58.0,141.611,23.0,0,0
Williams,SAR,American,rodriguez,2023.0,19.0,19.0,16.0,70.0,141.611,23.0,0,1
Williams,SAR,American,zandvoort,2023.0,13.0,10.0,20.0,14.0,79.617,23.0,1,0
Williams,SAR,American,zandvoort,2024.0,15.0,18.0,16.0,71.0,141.611,24.0,0,0
Williams,SAR,American,americas,2023.0,18.0,16.0,10.0,56.0,96.827,23.0,0,0
Williams,SAR,American,red_bull_ring,2023.0,9.0,18.0,13.0,70.0,65.948,23.0,0,0
Williams,SAR,American,red_bull_ring,2024.0,11.0,19.0,19.0,69.0,65.856,24.0,0,0
Williams,SAR,American,baku,2023.0,4.0,14.0,16.0,51.0,102.3185,23.0,0,0
Williams,SAR,American,jeddah,2023.0,2.0,20.0,16.0,50.0,128.51,23.0,0,0
Williams,SAR,American,jeddah,2024.0,2.0,19.0,14.0,49.0,89.526,24.0,0,0
Williams,SAR,American,losail,2023.0,17.0,15.0,18.0,40.0,86.21,23.0,0,1
Williams,SAR,American,miami,2023.0,5.0,20.0,20.0,56.0,88.577,23.0,0,0
Williams,SAR,American,miami,2024.0,6.0,17.0,20.0,27.0,88.487,24.0,1,0
Williams,SAR,American,vegas,2023.0,21.0,6.0,16.0,50.0,93.92366666666668,23.0,0,0
Williams,COL,Argentinian ,monza,2024.0,16.0,18.0,12.0,53.0,81.061,21.0,0,0
Williams,COL,Argentinian ,marina_bay,2024.0,18.0,12.0,11.0,61.0,90.5925,21.0,0,0
Williams,COL,Argentinian ,interlagos,2024.0,21.0,16.0,17.0,30.0,91.27,21.0,1,0
Williams,COL,Argentinian ,yas_marina,2024.0,24.0,20.0,19.0,26.0,83.912,21.0,0,1
Williams,COL,Argentinian ,rodriguez,2024.0,20.0,16.0,12.0,70.0,77.558,21.0,0,0
Williams,COL,Argentinian ,americas,2024.0,19.0,15.0,10.0,56.0,94.062,21.0,0,0
Williams,COL,Argentinian ,baku,2024.0,17.0,8.0,8.0,51.0,102.71366666666665,21.0,0,0
Williams,COL,Argentinian ,losail,2024.0,23.0,19.0,19.0,0.0,82.594,21.0,1,0
Williams,COL,Argentinian ,vegas,2024.0,22.0,0.0,14.0,50.0,93.7475,21.0,0,0
Alpine F1 Team,HUL,German,albert_park,2017.0,1.0,11.0,11.0,56.0,85.03299999999999,30.0,0,0
Alpine F1 Team,HUL,German,albert_park,2018.0,1.0,7.0,7.0,58.0,83.61933333333333,31.0,0,0
Alpine F1 Team,HUL,German,albert_park,2019.0,1.0,11.0,7.0,57.0,82.551,32.0,0,0
Alpine F1 Team,HUL,German,sepang,2017.0,15.0,8.0,16.0,55.0,91.99033333333334,30.0,0,0
Alpine F1 Team,HUL,German,bahrain,2017.0,3.0,7.0,9.0,57.0,90.356,30.0,0,0
Alpine F1 Team,HUL,German,bahrain,2018.0,2.0,7.0,6.0,57.0,89.67233333333333,31.0,0,0
Alpine F1 Team,HUL,German,bahrain,2019.0,2.0,17.0,17.0,53.0,90.034,32.0,0,1
Alpine F1 Team,HUL,German,catalunya,2017.0,5.0,13.0,6.0,65.0,81.744,30.0,0,0
Alpine F1 Team,HUL,German,catalunya,2018.0,5.0,16.0,20.0,0.0,78.923,31.0,1,0
Alpine F1 Team,HUL,German,catalunya,2019.0,5.0,0.0,13.0,66.0,78.404,32.0,0,0
Alpine F1 Team,HUL,German,monaco,2017.0,6.0,10.0,20.0,15.0,73.70750000000001,30.0,0,1
Alpine F1 Team,HUL,German,monaco,2018.0,6.0,11.0,8.0,78.0,72.738,31.0,0,0
Alpine F1 Team,HUL,German,monaco,2019.0,6.0,11.0,13.0,77.0,71.8835,32.0,0,0
Alpine F1 Team,HUL,German,villeneuve,2017.0,7.0,10.0,8.0,70.0,73.49366666666667,30.0,0,0
Alpine F1 Team,HUL,German,villeneuve,2018.0,7.0,7.0,7.0,67.0,72.22800000000001,31.0,0,0
